host_response_rate,host_acceptance_rate,latitude,longitude,bedrooms,beds,minimum_nights,accommodates,price,review_scores_rating,number_of_reviews
100,84,49.28419,-123.11581,1,1,30,2,139,100,1
50,0,49.28895,-123.12792,1,1,30,2,150,100,1
100,90,49.24889,-123.06887,1,1,4,3,120,96,39
100,95,49.27868,-123.10706,1,1,1,4,127,94,365
50,88,49.28052,-123.1247,2,2,30,2,150,97,53
100,67,49.27796,-123.10868,2,2,2,4,150,92,29
100,98,49.28807,-123.12398,3,3,1,14,133,96,323
100,100,49.28566,-123.05355,2,3,3,4,125,96,49
100,100,49.2669,-123.18265,2,2,30,4,175,95,56
95,100,49.2603,-123.11134,1,2,30,3,120,89,50
NA,NA,49.21622,-123.10308,2,2,31,2,150,87,6
100,100,49.25504,-123.08632,2,3,3,4,139,96,22
NA,100,49.25744,-123.10509,1,3,1,4,170,90,132
100,100,49.27295,-123.07359,2,2,4,4,149,97,33
100,100,49.27486,-123.11602,1,1,30,3,142,97,25
100,98,49.28621,-123.12506,1,1,1,2,142,95,175
NA,NA,49.26359,-123.03654,3,2,2,6,120,100,3
90,46,49.2662,-123.17177,1,1,3,2,150,60,5
100,84,49.28036,-123.1184,1,1,32,2,151,100,1
100,69,49.25975,-123.15494,2,2,4,4,125,100,8
95,100,49.25873,-123.10987,1,2,30,3,131,91,45
100,94,49.2793,-123.10922,3,3,2,6,172,99,274
NA,NA,49.27196,-123.06405,3,3,5,4,150,100,11
NA,NA,49.27896,-123.13227,1,1,2,3,125,99,21
100,96,49.25343,-123.10752,2,3,1,4,124,99,150
100,90,49.24797,-123.06857,2,2,5,5,120,86,31
100,98,49.28731,-123.12592,1,1,30,2,160,98,29
100,100,49.27828,-123.11859,2,2,30,4,175,96,157
NA,NA,49.27263,-123.09972,1,1,1,1,175,98,31
NA,NA,49.2849,-123.02923,1,2,4,3,149,94,13
NA,NA,49.2665,-123.14857,1,1,30,2,157,100,2
NA,NA,49.2484,-123.04816,2,2,3,4,151,99,50
100,100,49.25895,-123.16627,3,5,4,3,128,99,117
80,14,49.28258,-123.10833,1,1,1,2,179,93,9
100,100,49.25912,-123.08006,2,2,1,4,120,99,79
NA,NA,49.2699,-123.21403,1,1,31,2,157,95,15
NA,NA,49.29292,-123.13608,2,1,2,1,157,95,8
NA,NA,49.23739,-123.18361,1,1,1,2,128,90,9
100,88,49.27714,-123.09857,2,3,30,5,122,91,35
NA,NA,49.26983,-123.213,2,2,31,4,160,96,20
NA,NA,49.26776,-123.21419,1,1,31,2,140,94,18
NA,NA,49.28152,-123.11645,1,1,30,2,170,100,1
50,82,49.280029999999996,-123.12294,1,1,1,4,135,81,19
NA,NA,49.284,-123.1336,1,1,30,2,NA,100,11
NA,NA,49.28522,-123.13511,1,1,2,2,150,100,5
100,83,49.23973,-123.16704,2,3,2,4,169,91,80
100,88,49.26073,-123.1072,2,3,31,4,150,100,9
NA,NA,49.28402,-123.11612,2,3,90,6,150,100,1
100,96,49.2833,-123.12769,1,1,2,2,148,92,101
100,100,49.26489,-123.15048,1,1,2,2,165,98,160
100,67,49.25331,-123.11395,2,2,30,4,120,100,54
NA,NA,49.24988,-123.1038,1,1,30,2,125,60,1
NA,NA,49.28329,-123.09708,1,2,31,2,145,100,7
NA,0,49.26099,-123.17281,1,1,2,2,150,98,81
100,85,49.27836,-123.12485,1,3,2,4,151,100,51
90,81,49.27754,-123.11257,2,1,30,2,150,100,1
100,96,49.24513,-123.10495,2,5,3,4,171,99,107
100,85,49.28212,-123.12293,2,2,30,3,140,100,17
100,100,49.22584,-123.13769,1,2,2,2,139,94,64
NA,NA,49.27976,-123.11119,1,1,30,2,170,93,3
100,100,49.27895,-123.12206,1,1,5,2,148,95,112
100,100,49.27305,-123.06801,2,2,3,4,120,95,139
NA,100,49.28147,-123.10308,1,1,3,2,150,98,18
100,97,49.23638,-123.10714,2,3,1,5,135,96,207
100,57,49.28939,-123.12581,2,2,90,3,148,100,10
NA,NA,49.27559,-123.12718,1,1,30,2,159,99,21
NA,NA,49.2839,-123.04736,2,3,3,5,180,100,5
100,100,49.28086,-123.02707,2,2,2,4,120,99,27
88,50,49.2786,-123.02855,2,2,2,4,150,96,22
NA,NA,49.27714,-123.09881,1,1,10,2,164,100,12
100,100,49.25566,-123.09335,2,2,2,4,130,100,185
100,95,49.27401,-123.14656,2,2,2,4,150,99,162
NA,NA,49.27646,-123.04581,3,4,7,5,150,100,2
100,91,49.20875,-123.11862,3,3,2,6,175,92,78
100,25,49.25962,-123.18928,2,2,30,4,175,96,30
100,85,49.27906,-123.12552,1,3,2,6,159,98,90
75,86,49.28573,-123.12514,2,2,30,4,175,98,40
100,99,49.27732,-123.12063,2,2,90,4,145,100,9
NA,NA,49.27195,-123.10343,2,3,30,6,139,90,76
100,NA,49.25407,-123.09863,3,3,29,3,162,100,2
100,100,49.24922,-123.10643,2,2,7,3,145,100,21
NA,NA,49.28082,-123.10843,1,2,2,4,150,98,48
100,0,49.27341,-123.09975,2,3,3,6,175,97,14
100,94,49.2758,-123.13045,1,1,30,2,125,98,23
100,84,49.28144,-123.11662,1,1,30,2,151,100,2
100,90,49.2324,-123.15844,2,2,3,3,150,96,28
100,89,49.26358,-123.12271,3,3,30,5,175,100,10
90,100,49.29039,-123.12458,1,0,30,2,140,94,25
100,100,49.26844,-123.109,1,2,7,4,125,98,33
NA,NA,49.22203,-123.11669,2,2,2,4,120,93,35
NA,NA,49.22481,-123.11777,2,2,2,4,120,93,47
NA,NA,49.28683,-123.12736,1,1,30,2,150,80,3
100,84,49.2816,-123.11712,1,1,30,2,151,60,1
100,100,49.264,-123.19444,1,1,2,2,145,98,84
100,100,49.27486,-123.1328,2,2,3,4,180,99,122
100,86,49.27914,-123.12078,1,1,3,3,124,97,46
100,98,49.28629,-123.125,1,2,2,2,178,98,225
67,100,49.24148,-123.04938,2,2,2,4,130,100,1
100,100,49.24618,-123.10192,2,2,2,4,179,99,117
NA,NA,49.26181,-123.13425,1,1,3,3,120,100,3
100,96,49.2791,-123.11925,2,2,2,4,125,94,132
NA,77,49.25356,-123.14052,2,4,3,6,165,96,77
100,89,49.27264,-123.06388,1,2,2,3,132,99,112
92,100,49.25468,-123.05223,3,3,1,6,125,97,157
NA,NA,49.28041,-123.1249,1,1,2,2,129,93,8
NA,NA,49.28755,-123.04866,2,2,5,4,169,95,5
100,20,49.28216,-123.12321,2,2,30,6,150,100,3
100,85,49.28106,-123.12318,2,2,30,3,140,100,5
NA,NA,49.25961,-123.18454,2,4,3,6,140,98,50
100,95,49.27891,-123.123,1,2,3,3,138,97,139
NA,NA,49.27672,-123.1347,2,2,1,4,169,94,73
100,100,49.28041,-123.12469,1,1,2,3,129,96,108
NA,NA,49.23683,-123.08845,2,2,2,5,175,100,1
80,87,49.21378,-123.06734,3,3,2,6,149,94,67
NA,NA,49.22496,-123.1222,2,2,1,4,120,82,21
100,33,49.25687,-123.07864,2,2,3,4,138,97,30
NA,NA,49.24088,-123.06857,2,2,2,3,175,97,6
90,100,49.27055,-123.159,1,1,5,2,150,92,13
100,71,49.24665,-123.06903,1,1,14,6,171,98,37
100,100,49.26551,-123.16694,1,1,2,4,165,97,51
100,57,49.24928,-123.18942,1,1,30,4,151,97,28
NA,NA,49.24614,-123.10186,1,2,3,3,170,100,8
100,98,49.23981,-123.16379,2,3,2,5,121,99,24
NA,50,49.27909,-123.10886,1,2,2,3,120,95,52
90,92,49.28064,-123.12523,1,3,3,4,156,92,131
100,100,49.25412,-123.1905,1,1,3,2,125,100,3
83,100,49.28191,-123.10273,1,1,2,2,150,90,39
100,100,49.26914,-123.16404,2,2,30,4,163,100,18
100,100,49.25495,-123.19067,1,1,1,2,125,75,4
100,92,49.27305,-123.12057,1,2,5,4,150,96,61
70,100,49.28787,-123.12331,2,2,30,4,135,84,9
NA,NA,49.26393,-123.1785,2,2,4,4,140,100,9
100,98,49.28763,-123.12284,1,1,1,2,173,98,74
NA,NA,49.28993,-123.13938,1,1,5,2,145,100,14
NA,100,49.24129,-123.13068,2,2,1,4,130,88,82
NA,NA,49.28912,-123.12812,1,2,1,1,145,93,12
NA,NA,49.27606,-123.11653,1,1,30,2,125,100,8
NA,NA,49.27666,-123.12875,1,2,1,2,150,100,2
NA,87,49.27889,-123.10794,1,1,3,2,125,97,116
100,84,49.2778,-123.11053,1,1,30,2,129,100,1
NA,NA,49.28898,-123.13589,3,3,2,6,120,100,6
NA,NA,49.28963,-123.13362,1,1,2,2,125,96,5
100,100,49.27881,-123.09893,1,1,7,4,120,95,75
100,100,49.22197,-123.08764,3,4,2,6,149,95,45
NA,100,49.25571,-123.09759,3,3,7,6,179,99,76
100,92,49.27763,-123.11549,2,2,1,4,180,93,7
10,0,49.27066,-123.15635,2,3,60,5,149,93,75
100,100,49.28314,-123.12849,1,1,28,4,167,100,8
100,100,49.26766,-123.10797,1,2,30,3,120,100,3
80,90,49.21893,-123.04533,3,3,1,6,145,90,2
100,100,49.26003,-123.16637,2,2,1,4,160,100,7
100,60,49.27775,-123.08402,2,2,3,4,140,100,2
100,100,49.25137,-123.09585,1,2,3,4,155,99,83
100,100,49.24862,-123.1011,2,2,3,4,160,100,29
90,100,49.26558,-123.06377,1,1,4,2,159,99,102
100,0,49.21186,-123.12147,2,2,4,4,129,95,291
100,71,49.24834,-123.10049,1,1,3,2,120,98,46
100,100,49.27636,-123.13203,2,3,2,5,156,99,121
NA,NA,49.25618,-123.18056,1,1,30,2,150,100,4
100,100,49.23149,-123.02698,2,3,15,6,134,94,50
0,NA,49.27653,-123.13424,2,2,2,5,169,88,57
83,100,49.27731,-123.13045,1,1,2,4,165,95,51
100,100,49.27672,-123.10049,1,2,2,4,158,97,80
100,65,49.28073,-123.12637,2,2,30,4,129,100,8
NA,100,49.2348,-123.13677,1,1,2,2,120,100,2
NA,100,49.23574,-123.14398,1,1,1,2,150,97,40
100,96,49.27672,-123.14587,1,1,2,2,120,99,98
NA,NA,49.26516,-123.11706,1,1,3,2,139,100,8
100,100,49.27803,-123.10886,1,1,3,2,125,91,86
NA,100,49.26473,-123.09895,1,1,2,2,125,92,37
95,100,49.2928,-123.05042,1,1,1,4,120,95,66
100,86,49.27852,-123.12246,1,1,30,2,155,100,3
NA,100,49.23664,-123.18539,1,1,7,2,140,97,15
0,0,49.28318,-123.10329,1,1,2,3,150,95,73
100,71,49.26024,-123.17907,1,0,30,2,125,100,2
NA,NA,49.25468,-123.10184,1,1,2,2,129,96,34
100,100,49.24196,-123.10166,2,3,3,5,159,92,5
0,0,49.28663,-123.12516,1,1,1,1,160,91,20
NA,NA,49.28123,-123.08986,2,2,2,4,165,98,24
NA,NA,49.28039,-123.12187,1,2,60,3,125,100,1
100,100,49.27099,-123.05703,1,1,1,2,150,95,39
100,100,49.25322,-123.06633,1,1,3,2,135,100,27
100,96,49.23391,-123.04302,3,3,2,6,150,97,60
100,84,49.28589,-123.12773,2,2,30,4,128,100,1
100,85,49.28029,-123.12292,2,2,30,3,135,100,4
100,50,49.27051,-123.06997,2,2,1,4,130,90,52
NA,NA,49.25979,-123.16979,3,3,1,6,150,92,60
NA,NA,49.27339,-123.12682,1,1,2,2,175,100,4
NA,NA,49.2677,-123.1865,1,1,2,2,125,96,6
NA,NA,49.26888,-123.07002,3,3,2,6,130,92,73
NA,NA,49.27963,-123.10774,1,1,7,3,160,96,5
100,100,49.27286,-123.1511,1,1,4,4,170,96,62
100,96,49.28036,-123.12206,1,2,3,4,127,95,60
100,NA,49.23641,-123.19358,2,2,2,4,159,98,20
NA,0,49.27915,-123.10546,1,2,3,4,125,93,35
NA,NA,49.25429,-123.09116,1,1,1,2,147,96,5
86,85,49.27922,-123.12147,1,2,1,3,170,93,132
NA,NA,49.22687,-123.13144,1,1,1,2,154,100,3
NA,NA,49.22737,-123.12936,1,1,1,2,154,100,1
100,100,49.23933,-123.19086,1,2,3,2,148,98,24
100,100,49.26737,-123.14052,2,3,30,6,165,97,44
100,NA,49.26845,-123.07265,1,1,5,3,160,93,9
NA,NA,49.24284,-123.07443,2,3,1,6,149,96,44
NA,NA,49.23912,-123.06857,2,3,4,4,120,100,3
NA,NA,49.27816,-123.10803,3,4,3,5,141,97,98
100,60,49.2834,-123.0552,3,3,2,6,147,98,44
NA,NA,49.27944,-123.10996,2,3,1,6,140,99,64
50,NA,49.23915,-123.15336,2,2,2,4,159,100,4
NA,83,49.27797,-123.06578,1,1,2,2,180,94,19
100,100,49.27875,-123.12487,1,2,4,4,175,98,17
100,96,49.22051,-123.1432,2,2,30,4,150,83,6
100,96,49.21991,-123.14129,2,2,30,4,140,100,4
100,97,49.22657,-123.03997,2,2,30,4,161,100,60
100,100,49.26413,-123.17343,2,2,7,4,175,96,24
100,NA,49.27863,-123.1092,2,2,180,4,150,97,39
70,100,49.27281,-123.12169,1,1,30,2,125,100,9
NA,0,49.23693,-123.18214,2,2,4,4,159,97,22
NA,100,49.27634,-123.11305,2,2,30,4,135,98,10
100,100,49.27808,-123.12081,1,4,30,5,174,96,78
100,100,49.25071,-123.06901,1,1,2,4,150,98,29
NA,NA,49.26821,-123.18413,2,2,5,3,140,97,14
NA,100,49.25533,-123.04361,2,2,1,4,150,93,36
0,NA,49.2866,-123.12559,1,3,30,3,129,100,1
NA,NA,49.28822,-123.13018,1,1,3,3,139,96,25
NA,NA,49.26939,-123.10321,1,1,3,2,124,100,3
50,NA,49.23737,-123.1949,2,2,1,4,129,96,5
100,84,49.27848,-123.10632,2,4,2,6,143,92,75
100,100,49.25754,-123.19484,1,1,2,2,125,95,44
NA,NA,49.27339,-123.10189,1,1,3,1,129,96,6
100,78,49.26983,-123.20997,1,1,3,2,130,99,20
100,100,49.24692,-123.16597,2,2,30,4,150,90,2
NA,100,49.28097,-123.1249,1,1,5,3,150,100,6
100,0,49.238,-123.06286,2,2,1,4,150,94,7
100,83,49.25839,-123.14987,2,2,30,4,155,100,5
NA,NA,49.26361,-123.12692,1,1,3,2,125,100,16
100,100,49.24088,-123.09891,2,3,30,4,120,100,8
100,100,49.28807,-123.12777,2,3,30,4,127,98,31
100,NA,49.25214,-123.09817,2,3,1,6,175,98,39
100,74,49.28153,-123.05429,4,4,1,5,128,93,16
NA,100,49.27202,-123.05056,2,3,2,4,172,92,13
NA,100,49.24642,-123.06576,1,1,180,1,NA,91,22
NA,NA,49.2747,-123.11842,1,1,30,1,140,100,2
100,100,49.2687,-123.06548,2,2,2,4,150,99,34
100,100,49.27352,-123.12392,2,3,30,4,125,80,4
100,89,49.24855,-123.12028,2,2,30,4,128,98,34
NA,100,49.24776,-123.04677,1,2,30,2,140,98,8
NA,NA,49.24098,-123.06877,2,1,4,4,150,100,2
NA,NA,49.28347,-123.06099,2,2,6,4,120,88,12
100,100,49.24755,-123.0914,1,1,3,2,142,97,47
NA,NA,49.26718,-123.14881,1,2,5,3,150,100,5
100,88,49.26091,-123.09784,2,2,30,4,125,100,23
80,97,49.23819,-123.05528,2,3,5,5,175,98,36
17,88,49.27909,-123.1064,1,2,3,4,180,93,44
NA,92,49.25904,-123.13314,1,1,3,2,135,97,29
100,100,49.22209,-123.1222,2,3,2,5,120,94,14
100,50,49.23736,-123.07747,1,1,1,2,130,97,6
100,100,49.27929,-123.11049,1,2,60,4,120,100,2
NA,NA,49.28098,-123.10952,1,1,1,2,155,93,8
NA,NA,49.27894,-123.10821,1,1,1,1,145,85,4
100,99,49.26318,-123.09845,1,1,30,3,125,95,4
100,75,49.27315,-123.1198,1,1,30,2,125,100,2
90,58,49.27608,-123.12896,2,2,30,6,128,93,3
NA,NA,49.24582,-123.07564,3,3,5,4,150,100,1
100,100,49.27795,-123.12797,2,3,30,6,134,96,73
NA,NA,49.26855,-123.14199,1,1,2,2,150,100,1
NA,NA,49.28972,-123.12732,2,3,30,5,180,100,1
0,NA,49.28595,-123.12565,2,2,30,5,152,100,1
NA,NA,49.27304,-123.12713,1,1,3,2,130,96,35
NA,NA,49.27334,-123.12827,1,1,1,2,125,95,20
100,97,49.27753,-123.12951,2,2,5,3,149,97,62
NA,NA,49.26312,-123.18705,3,3,1,6,169,95,4
96,96,49.28447,-123.10463,1,2,1,4,129,95,134
100,100,49.27946,-123.12855,1,2,30,3,130,93,30
NA,NA,49.27157,-123.15007,1,2,2,4,175,93,3
100,100,49.26107,-123.1464,1,2,2,4,126,98,72
100,100,49.27952,-123.11905,1,1,30,2,140,98,11
NA,NA,49.28604,-123.05791,1,1,2,2,150,97,6
0,50,49.28424,-123.12419,1,2,30,4,140,96,5
100,100,49.25573,-123.11897,1,2,2,4,123,95,52
100,100,49.26032,-123.07985,2,4,1,7,170,97,46
NA,NA,49.24825,-123.04955,1,1,1,2,139,100,2
100,92,49.24817,-123.12094,2,2,30,4,148,97,25
100,100,49.27907,-123.10951,2,3,30,6,139,100,74
100,100,49.23726,-123.18148,1,2,1,4,120,94,19
100,99,49.23946,-123.05332,2,2,30,4,139,100,4
NA,100,49.22598,-123.10482,3,3,2,7,125,100,1
100,90,49.28185,-123.10866,2,2,360,4,130,100,1
100,92,49.27979,-123.1068,1,1,2,2,150,95,55
93,98,49.26912,-123.10569,2,2,1,6,134,90,86
100,100,49.24166,-123.13293,2,2,1,4,150,96,16
NA,NA,49.29053,-123.046,2,2,5,4,150,100,2
100,96,49.27381,-123.06486,2,2,2,4,150,98,35
NA,NA,49.28027,-123.11644,1,1,30,2,145,100,3
NA,NA,49.27852,-123.12728,1,1,2,2,155,96,27
100,40,49.24383,-123.10034,1,1,3,2,129,100,11
NA,100,49.2611,-123.03897,3,4,1,8,130,90,22
NA,NA,49.24148,-123.10157,2,2,2,4,120,95,13
10,13,49.28575,-123.13049,2,3,1,5,169,100,1
NA,NA,49.27866,-123.12038,2,2,30,4,150,100,1
100,100,49.27498,-123.11787,1,1,30,3,135,99,30
100,100,49.28,-123.10786,2,3,1,6,162,99,57
100,100,49.26041,-123.19682,2,2,3,4,145,99,20
100,100,49.27722,-123.08003,2,2,3,4,125,100,22
NA,100,49.27417,-123.11659,1,2,30,4,168,96,16
100,99,49.28037,-123.12043,1,2,2,4,145,97,49
NA,NA,49.26696,-123.14075,1,1,15,2,125,100,2
90,42,49.25881,-123.13583,2,3,5,5,134,97,26
100,100,49.25386,-123.18626,3,3,1,8,129,92,47
0,NA,49.27458,-123.11435,1,1,30,3,130,100,1
NA,NA,49.27727,-123.12768,2,2,31,4,134,100,1
100,80,49.21254,-123.09418,4,4,30,8,125,85,8
100,100,49.27824,-123.10846,2,3,2,4,153,99,30
NA,67,49.27652,-123.12941,3,3,1,6,150,94,25
40,100,49.2789,-123.10535,1,1,3,4,131,97,34
92,99,49.27821,-123.1211,1,2,2,4,142,94,68
100,95,49.279,-123.10807,2,2,4,5,175,98,22
100,100,49.27588,-123.09249,3,3,2,6,180,96,22
100,94,49.28009,-123.10844,2,3,2,5,176,100,45
100,99,49.21037,-123.07199,1,1,1,2,120,94,19
0,100,49.27842,-123.12711,2,2,30,4,130,100,1
NA,NA,49.27437,-123.11532,1,1,7,2,140,100,2
100,95,49.27621,-123.12415,1,0,30,3,120,96,5
100,100,49.25216,-123.06954,2,3,2,6,129,95,12
NA,NA,49.27791,-123.12166,1,1,3,2,125,97,7
NA,NA,49.27651,-123.12328,1,0,1,2,125,93,8
NA,NA,49.25886,-123.10709,2,5,3,6,130,100,1
100,67,49.24979,-123.08577,2,2,3,4,120,100,10
50,73,49.27079,-123.14996,1,2,1,2,155,95,4
100,50,49.26871,-123.18062,2,3,3,5,155,100,5
100,80,49.26162,-123.18818,2,2,2,4,120,100,1
100,100,49.26847,-123.13823,1,2,30,4,125,100,4
90,97,49.24836,-123.07571,1,2,2,4,134,95,17
82,94,49.2822,-123.12517,1,1,3,2,135,100,14
NA,50,49.21595,-123.05261,2,2,2,4,120,100,1
100,57,49.23671,-123.09906,2,2,30,4,129,100,2
100,95,49.27444,-123.1279,1,1,20,2,175,100,7
NA,100,49.27944,-123.10799,1,2,1,2,150,90,10
80,82,49.28307,-123.11949,1,1,30,2,149,97,19
100,50,49.27789,-123.091,2,3,30,5,180,100,2
100,100,49.28033,-123.10778,2,4,1,5,126,97,38
100,93,49.27863,-123.10819,2,2,2,8,155,96,18
100,85,49.24159,-123.07943,2,3,3,5,125,93,3
100,67,49.25625,-123.19604,1,4,2,4,150,100,1
100,100,49.2668,-123.09489,1,1,30,2,157,100,2
100,94,49.27862,-123.10914,2,2,2,6,170,90,21
100,84,49.27815,-123.12691,2,2,30,4,180,40,1
NA,NA,49.23105,-123.10986,1,1,1,2,126,100,1
100,88,49.27922,-123.12147,1,1,2,4,154,97,7
NA,NA,49.27997,-123.11905,1,1,30,2,120,60,1
100,100,49.28836,-123.12415,1,1,7,2,140,99,43
93,87,49.28748,-123.12593,2,2,30,5,158,100,1
100,100,49.26723,-123.18257,1,1,2,3,140,93,11
100,50,49.27567,-123.12886,1,1,30,3,129,100,4
100,100,49.27108,-123.15796,1,1,1,4,123,88,51
100,97,49.26625,-123.09785,1,1,2,2,150,96,17
100,97,49.27897,-123.10972,1,2,2,4,135,99,27
NA,NA,49.27784,-123.10849,1,2,2,3,120,85,11
100,100,49.27338,-123.12292,2,2,2,4,144,80,2
100,100,49.27582,-123.13218,2,3,30,6,150,100,1
100,33,49.27952,-123.10912,1,1,30,2,150,100,1
100,67,49.24961,-123.10529,2,2,1,5,175,100,2
100,100,49.28141,-123.10261,1,1,3,2,148,98,35
60,100,49.26828,-123.05226,3,3,30,6,129,70,2
100,100,49.28645,-123.12277,2,2,1,5,166,92,40
100,100,49.27414,-123.12675,2,3,90,4,139,100,3
91,80,49.27805,-123.12911,2,2,60,4,127,80,1
100,100,49.25835,-123.16539,2,3,1,4,145,90,12
100,99,49.27738,-123.12044,2,2,30,4,160,100,2
100,100,49.27591,-123.13078,1,2,30,3,138,100,2
NA,NA,49.27912,-123.13066,2,3,2,6,123,91,19
93,95,49.27374,-123.11472,2,2,2,4,132,90,2
93,95,49.27355,-123.11565,2,2,2,3,129,90,6
93,95,49.27401,-123.11411,2,1,2,4,138,92,5
93,95,49.27575,-123.11459,2,2,2,4,148,80,6
93,95,49.21591,-123.11292,1,2,30,3,169,100,1
10,74,49.27558,-123.11462,2,1,2,3,145,91,15
93,95,49.27395,-123.1143,2,2,2,4,128,90,8
93,95,49.27571,-123.1163,2,1,2,4,132,80,6
93,95,49.27563,-123.11437,2,2,2,4,140,90,4
NA,NA,49.28222,-123.12636,2,3,30,5,135,100,3
93,36,49.283,-123.12695,2,2,30,4,150,60,1
100,92,49.28057,-123.02463,2,2,30,4,135,100,1
0,86,49.2749,-123.11748,1,1,1,2,175,98,8
89,95,49.2736,-123.11402,2,3,30,5,170,98,21
NA,100,49.21507,-123.0668,4,4,6,8,128,87,9
93,95,49.27606,-123.11575,1,1,2,3,138,91,9
93,95,49.27179,-123.1006,3,3,30,6,172,80,3
93,95,49.27393,-123.11463,2,1,2,3,138,92,5
0,79,49.28253,-123.11232,1,1,1,3,179,20,1
100,88,49.29383,-123.13639,1,3,30,4,139,100,2
100,100,49.2585,-123.08537,2,4,4,4,165,100,3
NA,NA,49.28181,-123.12602,2,2,30,4,142,100,5
93,95,49.27599,-123.11649,2,2,2,4,148,93,8
80,100,49.27472,-123.11666,1,1,30,3,170,97,7
100,63,49.22098,-123.04455,2,2,2,4,130,100,2
30,71,49.29037,-123.12809,1,1,30,2,120,100,2
NA,NA,49.23588,-123.12584,2,2,3,4,125,100,1
100,85,49.2379,-123.06381,3,3,42,4,132,100,4
100,98,49.27773,-123.12082,1,2,2,3,132,100,14
100,100,49.2812,-123.12689,2,4,3,6,180,95,8
100,60,49.27776,-123.08485,1,1,3,2,120,100,4
100,100,49.28202,-123.10757,3,3,1,4,158,94,20
95,95,49.28008,-123.10864,3,4,2,5,157,98,61
86,80,49.27059,-123.05699,2,2,2,4,120,95,4
100,97,49.27764,-123.12334,3,5,1,10,150,97,26
100,100,49.27537,-123.12202,1,1,30,2,150,100,1
93,95,49.27353,-123.11563,2,2,2,4,138,80,7
100,96,49.28295,-123.11335,1,1,1,2,148,99,39
100,96,49.28125,-123.11185,1,1,1,2,142,97,20
100,92,49.29142,-123.13445,1,1,1,2,179,98,9
100,96,49.28333,-123.11118,1,2,1,4,163,98,21
100,96,49.28293,-123.11321,1,2,1,4,144,95,13
100,100,49.23931,-123.07621,2,2,2,4,138,98,13
100,94,49.27958,-123.10676,2,5,2,6,180,80,4
100,100,49.2614,-123.16641,1,4,30,4,135,95,4
100,95,49.23348,-123.11616,2,2,3,4,135,100,6
100,93,49.28065,-123.10795,2,3,2,6,159,98,17
100,63,49.27498,-123.13384,2,2,28,4,150,100,1
80,74,49.28299,-123.13619,1,1,20,3,120,73,3
100,82,49.27986,-123.10879,4,4,365,6,180,92,10
80,74,49.28295,-123.1215,2,3,1,4,120,100,3
82,96,49.27863,-123.10669,1,1,2,4,139,89,16
100,97,49.27731,-123.12534,2,3,30,6,129,100,1
100,95,49.27862,-123.10762,1,2,3,4,150,98,8
NA,NA,49.27917,-123.12866,2,2,14,6,135,60,1
100,100,49.24508,-123.06783,3,3,30,6,165,100,1
100,100,49.24938,-123.19237,3,4,1,7,127,96,35
90,81,49.27741,-123.08407,1,1,30,2,120,100,1
100,89,49.28039,-123.11741,1,1,30,2,143,100,1
100,100,49.23814,-123.08486,3,3,4,6,144,98,9
100,100,49.24302,-123.0672,2,2,30,4,135,100,3
100,100,49.25035,-123.19247,2,3,1,5,125,98,29
100,100,49.24031,-123.11846,2,2,30,4,156,80,10
100,60,49.25898,-123.16179,1,1,3,4,129,100,2
100,92,49.2795,-123.12002,1,2,3,3,169,98,13
100,100,49.28019,-123.10695,2,3,1,4,128,93,43
99,99,49.28751,-123.13944,1,2,2,4,144,100,1
99,99,49.28742,-123.1386,1,2,2,4,159,96,10
88,75,49.28263,-123.12589,1,2,2,4,153,99,14
100,100,49.27998,-123.11805,1,1,3,2,121,95,12
100,100,49.22117,-123.15902,2,2,1,5,159,100,6
100,100,49.26136,-123.09972,2,2,10,6,125,100,1
100,83,49.27957,-123.09183,1,1,7,2,170,100,3
93,95,49.27357,-123.1144,2,0,1,3,130,100,2
100,100,49.25119,-123.10458,1,2,2,4,150,100,9
100,95,49.23266,-123.11526,2,2,3,4,125,100,2
100,100,49.26289,-123.17421,2,2,2,4,136,97,6
100,100,49.26797,-123.03763,2,2,2,4,129,100,4
100,100,49.27784,-123.10827,1,1,3,2,125,99,24
94,100,49.27523,-123.13433,2,2,30,4,130,60,4
100,100,49.2804,-123.12119,1,3,30,6,120,100,1
NA,100,49.20633,-123.02880999999999,1,1,30,2,120,100,1
100,98,49.23679,-123.1647,2,2,28,4,135,100,1
100,100,49.28054,-123.10969,3,4,1,6,176,91,17
100,100,49.25397,-123.05608,2,2,7,4,145,80,1
100,96,49.24945,-123.1176,2,2,30,4,150,100,1
93,95,49.27695,-123.11321,2,2,2,4,132,100,1
100,97,49.27764,-123.12918,3,3,2,5,160,93,6
100,95,49.27926,-123.1004,1,1,3,3,120,95,4
100,100,49.27366,-123.12879,1,1,30,2,150,100,1
100,100,49.28844,-123.12299,2,2,1,5,152,100,5
100,100,49.27991,-123.10826,2,2,3,4,131,100,3
100,100,49.26573,-123.09855,2,4,30,4,137,100,2
100,95,49.2805,-123.10758,3,3,2,6,150,87,6
100,100,49.27312,-123.15629,1,1,1,4,127,91,7
100,100,49.21332,-123.14215,2,3,1,4,139,80,1
100,90,49.27884,-123.1074,2,3,2,5,155,100,7
100,75,49.27867,-123.1085,2,2,3,4,158,100,1
67,100,49.27618,-123.12412,1,2,31,4,130,80,1
100,89,49.28916,-123.14332,1,1,30,2,160,100,1
100,67,49.27807,-123.12173,1,2,2,4,163,100,1
100,97,49.27939,-123.10748,3,3,2,5,150,100,2
